,Model,Target,identity(%),positive(%),coverage(%),identity(-misres)(%),positive(-misres)(%),coverage(-misres)(%),DOPE,SOAP,SBROD,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D,P3CMQA,DeepAccNet,DeepAccNet-Bert
11702,4I8H_A_5ZFH_A_3_5,4I8H_A,0.4215246636771301,0.5874439461883408,1.0,0.4215246636771301,0.5874439461883408,1.0,22111.22265625,176219.359375,1.60913374674,0.70986,0.8116899999999999,0.931193,0.846825,0.9497332572937012,0.677734375,0.6953125
11703,4I8H_A_1TON_A_3_5,4I8H_A,0.4215246636771301,0.5829596412556054,1.0,0.4215246636771301,0.5829596412556054,1.0,22178.15234375,158597.734375,1.57518723567,0.715859,0.8291139999999999,0.929443,0.848932,0.9413632750511168,0.69091796875,0.66796875
11704,4I8H_A_1SGF_A_3_3,4I8H_A,0.3991031390134529,0.600896860986547,0.9775784753363228,0.3542600896860987,0.5426008968609866,0.9596412556053812,20606.314453125,119333.796875,1.56801685542,0.6631060000000001,0.749167,0.807732,0.752901,0.7679567933082581,0.517578125,0.56298828125
11705,4I8H_A_1NPM_A_2_4,4I8H_A,0.45291479820627795,0.6322869955156951,0.9865470852017936,0.45291479820627795,0.6278026905829597,0.9865470852017936,21558.615234375,168393.46875,1.5979262802399998,0.717039,0.824615,0.9146549999999999,0.8458559999999999,0.9604914784431458,0.6767578125,0.671875
11706,4I8H_A_1EUF_A_2_1,4I8H_A,0.38565022421524653,0.5426008968609866,0.9910313901345292,0.38565022421524653,0.5426008968609866,0.9910313901345292,21253.794921875,165927.09375,1.57701085803,0.7036439999999999,0.816176,0.919665,0.84275,0.9061254858970642,0.66357421875,0.67724609375
11707,4I8H_A_6T7P_A_3_4,4I8H_A,0.4080717488789238,0.600896860986547,0.9955156950672646,0.4080717488789238,0.600896860986547,0.9955156950672646,21962.166015625,168869.71875,1.5623084876299995,0.705086,0.7910119999999999,0.9069969999999999,0.8299200000000001,0.902899444103241,0.7255859375,0.69677734375
11708,4I8H_A_4GSO_A_2_2,4I8H_A,0.4260089686098655,0.6053811659192825,1.0,0.4260089686098655,0.6053811659192825,1.0,21058.2578125,130811.4453125,1.5586461760199999,0.736969,0.8296469999999999,0.9303799999999999,0.858618,0.9586767554283142,0.5849609375,0.615234375
11709,4I8H_A_2PSX_A_1_2,4I8H_A,0.4798206278026906,0.6502242152466368,1.0,0.4798206278026906,0.6502242152466368,1.0,22208.361328125,173057.828125,1.58152666067,0.733248,0.8261940000000001,0.92299,0.843707,0.9656246304512024,0.66650390625,0.65673828125
11710,4I8H_A_6A8O_A_3_5,4I8H_A,0.4035874439461883,0.5739910313901345,0.9955156950672646,0.3991031390134529,0.5695067264573991,0.9910313901345292,21702.626953125,160439.8125,1.58176862525,0.7000649999999999,0.787786,0.89331,0.813534,0.8989349603652954,0.64599609375,0.6611328125
11711,4I8H_A_1KIG_H_3_3,4I8H_A,0.3946188340807175,0.5515695067264574,0.9955156950672646,0.3946188340807175,0.5515695067264574,0.9955156950672646,21252.810546875,94176.0703125,1.53781339145,0.704972,0.8092779999999999,0.8862559999999999,0.802366,0.8924543857574463,0.57958984375,0.6259765625
11712,4I8H_A_1F7Z_A_1_1,4I8H_A,0.7399103139013453,0.8654708520179372,1.0,0.7130044843049327,0.8340807174887892,1.0,22841.369140625,204431.8125,1.62717138856,0.750581,0.839885,0.948476,0.857092,0.9592524170875548,0.76708984375,0.751953125
11713,4I8H_A_2QXG_A_2_2,4I8H_A,0.4394618834080717,0.6053811659192825,1.0,0.4394618834080717,0.6053811659192825,1.0,21739.833984375,167562.171875,1.5879183577,0.730228,0.831361,0.93222,0.854547,0.9504576325416564,0.65283203125,0.68701171875
11714,4I8H_A_1SGF_G_2_4,4I8H_A,0.4215246636771301,0.6233183856502242,1.0,0.4215246636771301,0.6233183856502242,1.0,21749.541015625,161599.8125,1.59226416312,0.7488239999999999,0.834568,0.930837,0.863284,0.9739439487457277,0.6484375,0.67041015625
11715,4I8H_A_1SGF_A_3_4,4I8H_A,0.3991031390134529,0.600896860986547,0.9775784753363228,0.3542600896860987,0.5426008968609866,0.9596412556053812,20536.0,118888.9375,1.57711829968,0.644875,0.738432,0.799833,0.735916,0.7553878426551819,0.52001953125,0.5703125
11716,4I8H_A_5MS3_A_2_3,4I8H_A,0.4753363228699552,0.6278026905829597,1.0,0.4753363228699552,0.6278026905829597,1.0,22599.2109375,176153.484375,1.6141955611899999,0.762124,0.841924,0.941098,0.8609030000000001,0.9719331860542296,0.70703125,0.7041015625
11717,4I8H_A_1L2E_A_2_2,4I8H_A,0.4439461883408072,0.6322869955156951,0.9955156950672646,0.4439461883408072,0.6278026905829597,0.9865470852017936,21945.64453125,168338.75,1.57335717984,0.718396,0.806809,0.901869,0.852217,0.9169473648071288,0.6552734375,0.6708984375
11718,4I8H_A_2ZCH_P_2_5,4I8H_A,0.4170403587443946,0.5919282511210763,1.0,0.4170403587443946,0.5919282511210763,1.0,21687.13671875,166742.296875,1.6022164607499998,0.710213,0.825572,0.916781,0.8456600000000001,0.9734399318695068,0.67626953125,0.6845703125
11719,4I8H_A_1SGF_G_2_5,4I8H_A,0.4215246636771301,0.6233183856502242,1.0,0.4215246636771301,0.6233183856502242,1.0,21605.33984375,159830.640625,1.58241145997,0.755992,0.8316530000000001,0.933786,0.852885,0.9787004590034484,0.65087890625,0.6669921875
11720,4I8H_A_1FI8_A_3_4,4I8H_A,0.4035874439461883,0.5470852017937221,0.9955156950672646,0.3991031390134529,0.5426008968609866,0.9955156950672646,21459.595703125,154242.109375,1.56390567525,0.710272,0.8133819999999999,0.9086129999999999,0.8273290000000001,0.9383115768432616,0.67138671875,0.67919921875
11721,4I8H_A_2AIP_A_3_2,4I8H_A,0.3901345291479821,0.5919282511210763,1.0,0.3901345291479821,0.5919282511210763,1.0,21538.26953125,137844.84375,1.5648881127599998,0.68924,0.775092,0.911351,0.823299,0.9011592268943788,0.62548828125,0.6240234375
11722,4I8H_A_1HJ8_A_1_4,4I8H_A,0.6591928251121076,0.7937219730941704,0.9955156950672646,0.6591928251121076,0.7937219730941704,0.9955156950672646,23172.365234375,213012.96875,1.58441557837,0.767842,0.853884,0.9589219999999999,0.8721209999999999,0.9762282371520996,0.80029296875,
11723,4I8H_A_1HJ8_A_1_5,4I8H_A,0.6591928251121076,0.7937219730941704,0.9955156950672646,0.6591928251121076,0.7937219730941704,0.9955156950672646,22896.8046875,198661.984375,1.58234806914,0.755579,0.840772,0.9619979999999999,0.871906,0.9754660725593568,0.8134765625,
11724,4I8H_A_6T7P_A_3_1,4I8H_A,0.4080717488789238,0.600896860986547,0.9955156950672646,0.4080717488789238,0.600896860986547,0.9955156950672646,22105.1015625,166994.625,1.57453926598,0.703252,0.789027,0.9088379999999999,0.8315040000000001,0.9220163226127625,0.68359375,0.66650390625
11725,4I8H_A_1SGF_A_3_2,4I8H_A,0.3991031390134529,0.600896860986547,0.9775784753363228,0.3542600896860987,0.5426008968609866,0.9596412556053812,20074.416015625,107576.640625,1.57527968199,0.659594,0.769142,0.8215979999999999,0.746125,0.7261744141578674,0.4990234375,0.5517578125
11726,4I8H_A_6A8O_A_3_4,4I8H_A,0.4035874439461883,0.5739910313901345,0.9955156950672646,0.3991031390134529,0.5695067264573991,0.9910313901345292,21913.630859375,155705.90625,1.5891139487200001,0.677974,0.78737,0.8936790000000001,0.8363290000000001,0.9012739062309264,0.64013671875,0.6474609375
11727,4I8H_A_6A8O_A_3_2,4I8H_A,0.4035874439461883,0.5739910313901345,0.9955156950672646,0.3991031390134529,0.5695067264573991,0.9910313901345292,21498.48046875,152400.484375,1.58669377593,0.699508,0.7892170000000001,0.8889239999999999,0.808025,0.872933030128479,0.6435546875,0.65869140625
11728,4I8H_A_4NFE_A_2_5,4I8H_A,0.4573991031390134,0.6098654708520179,1.0,0.45291479820627795,0.6053811659192825,1.0,22562.279296875,189712.171875,1.61594770104,0.738241,0.848542,0.950702,0.869124,0.9776802659034728,0.71923828125,0.71533203125
11729,4I8H_A_1F7Z_A_1_3,4I8H_A,0.7399103139013453,0.8654708520179372,1.0,0.7130044843049327,0.8340807174887892,1.0,22800.578125,205132.578125,1.6180175182499998,0.73726,0.840252,0.9429040000000001,0.856044,0.9660908579826356,0.77783203125,0.73779296875
11730,4I8H_A_4NFE_A_2_3,4I8H_A,0.4573991031390134,0.6098654708520179,1.0,0.45291479820627795,0.6053811659192825,1.0,22677.876953125,186765.390625,1.6101170050799998,0.740157,0.847039,0.9385290000000001,0.8703420000000001,0.9675815105438232,0.72998046875,0.705078125
11731,4I8H_A_1SGF_G_2_1,4I8H_A,0.4215246636771301,0.6233183856502242,1.0,0.4215246636771301,0.6233183856502242,1.0,21921.984375,162259.0,1.58180168465,0.741155,0.8405239999999999,0.930367,0.8557309999999999,0.9695780873298644,0.64453125,0.67578125
11732,4I8H_A_1HJ8_A_1_1,4I8H_A,0.6591928251121076,0.7937219730941704,0.9955156950672646,0.6591928251121076,0.7937219730941704,0.9955156950672646,22856.83984375,210496.359375,1.58437406576,0.769583,0.840642,0.955476,0.87818,0.969691276550293,0.79931640625,
11733,4I8H_A_1FXY_A_1_5,4I8H_A,0.5650224215246636,0.7174887892376681,1.0,0.5650224215246636,0.7174887892376681,1.0,22195.0390625,167529.796875,1.601899723,0.730838,0.796772,0.944768,0.852764,0.9282838106155396,0.7294921875,0.71240234375
11734,4I8H_A_6A8O_A_3_1,4I8H_A,0.4035874439461883,0.5739910313901345,0.9955156950672646,0.3991031390134529,0.5695067264573991,0.9910313901345292,21670.619140625,145299.78125,1.5745053911899998,0.69106,0.786338,0.892328,0.828889,0.8966457843780518,0.59521484375,0.62890625
11735,4I8H_A_1AO5_A_3_2,4I8H_A,0.3946188340807175,0.600896860986547,1.0,0.3946188340807175,0.600896860986547,1.0,21607.05078125,153838.234375,1.60829166299,0.72719,0.815462,0.9181540000000001,0.843701,0.9725653529167176,0.6416015625,0.6396484375
11736,4I8H_A_1TON_A_3_2,4I8H_A,0.4215246636771301,0.5829596412556054,1.0,0.4215246636771301,0.5829596412556054,1.0,22094.216796875,163522.328125,1.59487859042,0.737104,0.840592,0.9323459999999999,0.8568680000000001,0.9367667436599731,0.70068359375,0.66943359375
11737,4I8H_A_1FI8_A_3_3,4I8H_A,0.4035874439461883,0.5470852017937221,0.9955156950672646,0.3991031390134529,0.5426008968609866,0.9955156950672646,21560.546875,151408.296875,1.5543038025600002,0.683368,0.802669,0.912624,0.8278270000000001,0.9478113651275636,0.65966796875,0.67724609375
11738,4I8H_A_4GSO_A_2_5,4I8H_A,0.4260089686098655,0.6053811659192825,1.0,0.4260089686098655,0.6053811659192825,1.0,20919.19921875,128872.6015625,1.57146258769,0.727287,0.811091,0.9206139999999999,0.850934,0.9486940503120422,0.62255859375,0.64013671875
11739,4I8H_A_1TON_A_3_3,4I8H_A,0.4215246636771301,0.5829596412556054,1.0,0.4215246636771301,0.5829596412556054,1.0,21992.328125,161108.1875,1.57918443085,0.708751,0.8155640000000001,0.9315540000000001,0.8459530000000001,0.9308531880378724,0.6826171875,0.67333984375
11740,4I8H_A_1NPM_A_2_5,4I8H_A,0.45291479820627795,0.6322869955156951,0.9865470852017936,0.45291479820627795,0.6278026905829597,0.9865470852017936,21867.83984375,165433.0625,1.6046108310799998,0.731494,0.82876,0.926824,0.8604719999999999,0.9589545130729676,0.68505859375,0.66650390625
11741,4I8H_A_5ZFH_A_3_3,4I8H_A,0.4215246636771301,0.5874439461883408,1.0,0.4215246636771301,0.5874439461883408,1.0,22170.5234375,174603.984375,1.60376679845,0.727947,0.823101,0.9381879999999999,0.855906,0.9439136981964112,0.70556640625,0.71240234375
11742,4I8H_A_6A8O_A_3_3,4I8H_A,0.4035874439461883,0.5739910313901345,0.9955156950672646,0.3991031390134529,0.5695067264573991,0.9910313901345292,21486.138671875,156117.328125,1.57539002335,0.690209,0.797298,0.8954139999999999,0.814344,0.8938447833061218,0.59716796875,0.64599609375
11743,4I8H_A_2PSX_A_1_1,4I8H_A,0.4798206278026906,0.6502242152466368,1.0,0.4798206278026906,0.6502242152466368,1.0,22214.51171875,171555.625,1.60926089006,0.732729,0.8485540000000001,0.929085,0.8534709999999999,0.965354323387146,0.70068359375,0.68603515625
11744,4I8H_A_1KIG_H_3_1,4I8H_A,0.3946188340807175,0.5515695067264574,0.9955156950672646,0.3946188340807175,0.5515695067264574,0.9955156950672646,21074.677734375,88132.96875,1.5412936595,0.6746880000000001,0.797614,0.866288,0.76744,0.8980116248130798,0.5263671875,0.60498046875
11745,4I8H_A_1L2E_A_2_4,4I8H_A,0.4439461883408072,0.6322869955156951,0.9955156950672646,0.4439461883408072,0.6278026905829597,0.9865470852017936,22239.267578125,165294.25,1.58126256676,0.7416149999999999,0.824003,0.911531,0.8411790000000001,0.9197048544883728,0.66259765625,0.66259765625
11746,4I8H_A_1L2E_A_2_1,4I8H_A,0.4439461883408072,0.6322869955156951,0.9955156950672646,0.4439461883408072,0.6278026905829597,0.9865470852017936,22197.14453125,169498.421875,1.57050600372,0.735719,0.823284,0.9188,0.847369,0.922199249267578,0.6474609375,0.67431640625
11747,4I8H_A_5MS3_A_2_1,4I8H_A,0.4753363228699552,0.6278026905829597,1.0,0.4753363228699552,0.6278026905829597,1.0,22366.69921875,175494.96875,1.61826641758,0.7380140000000001,0.824937,0.924969,0.840566,0.9582873582839966,0.677734375,0.6904296875
11748,4I8H_A_1EUF_A_2_5,4I8H_A,0.38565022421524653,0.5426008968609866,0.9910313901345292,0.38565022421524653,0.5426008968609866,0.9910313901345292,20994.28515625,151127.65625,1.59729026725,0.693601,0.807994,0.9028860000000001,0.823507,0.908463180065155,0.65380859375,0.6630859375
11749,4I8H_A_2PSX_A_1_4,4I8H_A,0.4798206278026906,0.6502242152466368,1.0,0.4798206278026906,0.6502242152466368,1.0,22158.986328125,167854.65625,1.59789157849,0.735696,0.848783,0.928184,0.846459,0.9702860116958618,0.64697265625,0.6708984375
11750,4I8H_A_1L2E_A_2_3,4I8H_A,0.4439461883408072,0.6322869955156951,0.9955156950672646,0.4439461883408072,0.6278026905829597,0.9865470852017936,22184.45703125,164949.71875,1.59070207681,0.724681,0.83231,0.915811,0.8487680000000001,0.9208706617355348,0.6513671875,0.66552734375
11751,4I8H_A_2AIP_A_3_4,4I8H_A,0.3901345291479821,0.5919282511210763,1.0,0.3901345291479821,0.5919282511210763,1.0,21742.61328125,133251.875,1.56775571221,0.688433,0.793204,0.9111100000000001,0.8263379999999999,0.9108698964118958,0.60400390625,0.62744140625
11752,4I8H_A_2EEK_A_1_5,4I8H_A,0.6188340807174888,0.7668161434977578,0.9910313901345292,0.6188340807174888,0.7668161434977578,0.9910313901345292,22783.00390625,203219.515625,1.6050061902500001,0.7750279999999999,0.867756,0.956435,0.878387,0.976402461528778,0.7568359375,0.71728515625
11753,4I8H_A_6T7P_A_3_5,4I8H_A,0.4080717488789238,0.600896860986547,0.9955156950672646,0.4080717488789238,0.600896860986547,0.9955156950672646,22103.712890625,172274.203125,1.56767203011,0.718568,0.794287,0.906272,0.836767,0.9226378202438354,0.72412109375,0.697265625
11754,4I8H_A_1FXY_A_1_1,4I8H_A,0.5650224215246636,0.7174887892376681,1.0,0.5650224215246636,0.7174887892376681,1.0,22292.291015625,173173.171875,1.5815525871399998,0.727173,0.80329,0.9460620000000001,0.859678,0.9263702034950256,0.724609375,0.7216796875
11755,4I8H_A_1SPJ_A_2_3,4I8H_A,0.4439461883408072,0.6188340807174888,1.0,0.4439461883408072,0.6188340807174888,1.0,21796.822265625,161009.0,1.57235084384,0.721023,0.831358,0.9289040000000001,0.858089,0.9629984498023988,0.673828125,0.6796875
11756,4I8H_A_1EUF_A_2_3,4I8H_A,0.38565022421524653,0.5426008968609866,0.9910313901345292,0.38565022421524653,0.5426008968609866,0.9910313901345292,20987.576171875,153874.15625,1.56604174661,0.701233,0.787957,0.8878799999999999,0.807172,0.9050071239471436,0.62841796875,0.66015625
11757,4I8H_A_1FI8_A_3_1,4I8H_A,0.4035874439461883,0.5470852017937221,0.9955156950672646,0.3991031390134529,0.5426008968609866,0.9955156950672646,20639.9453125,133996.953125,1.5480012039,0.6867850000000001,0.796636,0.9136620000000001,0.827749,0.9340954422950744,0.6240234375,0.6484375
11758,4I8H_A_1SPJ_A_2_2,4I8H_A,0.4439461883408072,0.6188340807174888,1.0,0.4439461883408072,0.6188340807174888,1.0,21728.787109375,161668.53125,1.5823060954600001,0.699236,0.826203,0.91969,0.8515780000000001,0.954192042350769,0.6728515625,0.67822265625
11759,4I8H_A_1FI8_A_3_5,4I8H_A,0.4035874439461883,0.5470852017937221,0.9955156950672646,0.3991031390134529,0.5426008968609866,0.9955156950672646,21250.74609375,154253.65625,1.5492992632299998,0.717819,0.8203860000000001,0.919544,0.838016,0.934584140777588,0.634765625,0.662109375
11760,4I8H_A_1TON_A_3_4,4I8H_A,0.4215246636771301,0.5829596412556054,1.0,0.4215246636771301,0.5829596412556054,1.0,22206.525390625,159584.765625,1.5791941139399999,0.717078,0.843757,0.942751,0.857657,0.9478145241737366,0.68017578125,0.66064453125
11761,4I8H_A_4GSO_A_2_3,4I8H_A,0.4260089686098655,0.6053811659192825,1.0,0.4260089686098655,0.6053811659192825,1.0,21378.873046875,138122.109375,1.55926271123,0.717934,0.794639,0.91771,0.849125,0.951528787612915,0.595703125,0.61865234375
11762,4I8H_A_1AO5_A_3_1,4I8H_A,0.3946188340807175,0.600896860986547,1.0,0.3946188340807175,0.600896860986547,1.0,21615.8046875,159479.140625,1.61470811186,0.740799,0.830607,0.919903,0.8459629999999999,0.9842814803123474,0.6455078125,0.6630859375
11763,4I8H_A_2EEK_A_1_3,4I8H_A,0.6188340807174888,0.7668161434977578,0.9910313901345292,0.6188340807174888,0.7668161434977578,0.9910313901345292,22991.927734375,196979.578125,1.6034475023800001,0.768962,0.8517680000000001,0.9564879999999999,0.876057,0.9730505347251892,0.78515625,0.74365234375
11764,4I8H_A_2AIP_A_3_5,4I8H_A,0.3901345291479821,0.5919282511210763,1.0,0.3901345291479821,0.5919282511210763,1.0,21646.71875,139268.21875,1.57321324505,0.6742229999999999,0.765093,0.913126,0.830167,0.8996709585189819,0.6025390625,0.61865234375
11765,4I8H_A_1KIG_H_3_2,4I8H_A,0.3946188340807175,0.5515695067264574,0.9955156950672646,0.3946188340807175,0.5515695067264574,0.9955156950672646,21291.951171875,95118.9375,1.5279503833799999,0.696911,0.8023,0.884753,0.794482,0.8886352777481079,0.5537109375,0.6279296875
11766,4I8H_A_1AO5_A_3_5,4I8H_A,0.3946188340807175,0.600896860986547,1.0,0.3946188340807175,0.600896860986547,1.0,21285.58203125,152229.28125,1.61866865588,0.75008,0.8552870000000001,0.932167,0.8590620000000001,0.9845227003097534,0.64794921875,0.65576171875
11767,4I8H_A_1L2E_A_2_5,4I8H_A,0.4439461883408072,0.6322869955156951,0.9955156950672646,0.4439461883408072,0.6278026905829597,0.9865470852017936,22082.197265625,168389.546875,1.5695849423800001,0.7338279999999999,0.815511,0.9140450000000001,0.842935,0.9215033054351808,0.67578125,0.67919921875
11768,4I8H_A_1TRM_A_3_1,4I8H_A,0.7354260089686099,0.8654708520179372,1.0,0.7354260089686099,0.8654708520179372,1.0,22907.369140625,205111.59375,1.61852574426,0.757672,0.8532629999999999,0.9714809999999999,0.8844200000000001,0.9951061010360718,0.77978515625,0.7607421875
11769,4I8H_A_3TGJ_E_2_1,4I8H_A,0.7354260089686099,0.8654708520179372,1.0,0.7130044843049327,0.8385650224215246,1.0,22904.5859375,202785.265625,1.62563669807,0.75039,0.8423370000000001,0.9432870000000001,0.8564950000000001,0.9562562704086304,0.74951171875,0.7197265625
11770,4I8H_A_1H4W_A_3_4,4I8H_A,0.726457399103139,0.8565022421524664,1.0,0.726457399103139,0.8565022421524664,1.0,23290.01171875,230329.3125,1.63412712646,0.761059,0.8638959999999999,0.9697049999999999,0.8788459999999999,0.9965921640396118,0.83154296875,0.8037109375
11771,4I8H_A_4AN7_A_1_5,4I8H_A,0.820627802690583,0.9327354260089686,1.0,0.820627802690583,0.9327354260089686,1.0,23645.7578125,232027.171875,1.6391982192899999,0.764847,0.854865,0.970148,0.873476,0.9963618516921996,0.85693359375,0.81982421875
11772,4I8H_A_1FY8_E_2_4,4I8H_A,0.7309417040358744,0.8565022421524664,0.9910313901345292,0.7130044843049327,0.8340807174887892,0.9910313901345292,22759.28125,207680.0,1.5959166299399998,0.769069,0.867907,0.955759,0.861144,0.9532442092895508,0.791015625,0.7490234375
11773,4I8H_A_3TGJ_E_2_5,4I8H_A,0.7354260089686099,0.8654708520179372,1.0,0.7130044843049327,0.8385650224215246,1.0,22919.939453125,210962.1875,1.6368950844699999,0.756688,0.85555,0.9537889999999999,0.867799,0.9503917098045348,0.78662109375,0.75341796875
11774,4I8H_A_1EZS_C_3_1,4I8H_A,0.7309417040358744,0.8654708520179372,1.0,0.7309417040358744,0.8654708520179372,1.0,23150.611328125,218742.1875,1.62936222223,0.767305,0.844299,0.95994,0.8671280000000001,0.995331645011902,0.8125,0.7998046875
11775,4I8H_A_1F5R_A_3_5,4I8H_A,0.7354260089686099,0.8565022421524664,0.9910313901345292,0.7174887892376681,0.8340807174887892,0.9910313901345292,22756.869140625,207830.6875,1.6090940022100002,0.7522449999999999,0.8246469999999999,0.9471229999999999,0.847751,0.9482554793357848,0.779296875,0.74609375
11776,4I8H_A_1SLU_B_2_2,4I8H_A,0.7354260089686099,0.8699551569506726,1.0,0.7085201793721974,0.8385650224215246,1.0,22821.365234375,203479.21875,1.59821277352,0.749106,0.8201709999999999,0.9499200000000001,0.867296,0.9708023667335508,0.7666015625,0.7353515625
11777,4I8H_A_1FY8_E_2_3,4I8H_A,0.7309417040358744,0.8565022421524664,0.9910313901345292,0.7130044843049327,0.8340807174887892,0.9910313901345292,22736.392578125,208332.203125,1.6137733694999998,0.758126,0.8578680000000001,0.9532780000000001,0.8562879999999999,0.9633568525314332,0.78076171875,0.75
11778,4I8H_A_1SLU_B_2_3,4I8H_A,0.7354260089686099,0.8699551569506726,1.0,0.7085201793721974,0.8385650224215246,1.0,22644.283203125,192105.375,1.59104122951,0.739648,0.808228,0.9297120000000001,0.8549260000000001,0.9602360129356384,0.75634765625,0.7392578125
11779,4I8H_A_1BRA_A_3_4,4I8H_A,0.7309417040358744,0.8565022421524664,1.0,0.7309417040358744,0.8565022421524664,1.0,23322.11328125,214973.359375,1.62692193155,0.758125,0.8583459999999999,0.964885,0.8772409999999999,0.9964729547500608,0.83154296875,0.7998046875
11780,4I8H_A_1F5R_A_3_4,4I8H_A,0.7354260089686099,0.8565022421524664,0.9910313901345292,0.7174887892376681,0.8340807174887892,0.9910313901345292,22715.951171875,201750.53125,1.6103085018099998,0.772079,0.8607379999999999,0.950993,0.86298,0.9638546109199524,0.7880859375,0.7421875
11781,4I8H_A_3TGJ_E_2_4,4I8H_A,0.7354260089686099,0.8654708520179372,1.0,0.7130044843049327,0.8385650224215246,1.0,22861.333984375,200261.53125,1.62624091357,0.7530789999999999,0.8267690000000001,0.946183,0.8638969999999999,0.9534531831741332,0.77490234375,0.73046875
11782,4I8H_A_1AND_A_2_3,4I8H_A,0.7399103139013453,0.8654708520179372,1.0,0.7399103139013453,0.8654708520179372,1.0,23231.771484375,222713.484375,1.6467618760299998,0.777297,0.877605,0.974349,0.886574,0.995640754699707,0.791015625,0.7626953125
11783,4I8H_A_1SLU_B_2_1,4I8H_A,0.7354260089686099,0.8699551569506726,1.0,0.7085201793721974,0.8385650224215246,1.0,23051.142578125,206561.8125,1.59578232944,0.749995,0.8280549999999999,0.943005,0.8570399999999999,0.9778038859367372,0.78271484375,0.7578125
11784,4I8H_A_1SLW_B_1_3,4I8H_A,0.7399103139013453,0.8699551569506726,1.0,0.7130044843049327,0.8385650224215246,1.0,22877.94921875,186307.203125,1.6109275642299998,0.742494,0.802633,0.9361809999999999,0.8533200000000001,0.9651340246200562,0.73486328125,0.7265625
11785,4I8H_A_1F5R_A_3_3,4I8H_A,0.7354260089686099,0.8565022421524664,0.9910313901345292,0.7174887892376681,0.8340807174887892,0.9910313901345292,22934.849609375,211147.390625,1.60908088108,0.756929,0.8470190000000001,0.950866,0.862115,0.9553069472312928,0.82275390625,0.783203125
11786,4I8H_A_2RA3_A_2_1,4I8H_A,0.7443946188340808,0.8565022421524664,1.0,0.7443946188340808,0.8565022421524664,1.0,23766.724609375,231298.0,1.61374262351,0.759641,0.8486020000000001,0.9709200000000001,0.8705209999999999,0.991701364517212,0.8984375,0.8291015625
11787,4I8H_A_1FY8_E_2_1,4I8H_A,0.7309417040358744,0.8565022421524664,0.9910313901345292,0.7130044843049327,0.8340807174887892,0.9910313901345292,22743.8046875,206086.234375,1.61096972334,0.746894,0.845881,0.944264,0.8526440000000001,0.9519689083099364,0.76416015625,0.751953125
11788,4I8H_A_1F5R_A_3_2,4I8H_A,0.7354260089686099,0.8565022421524664,0.9910313901345292,0.7174887892376681,0.8340807174887892,0.9910313901345292,22715.68359375,212170.96875,1.59822424599,0.766175,0.84814,0.951059,0.865373,0.9507509469985962,0.779296875,0.7529296875
11789,4I8H_A_1SLW_B_1_1,4I8H_A,0.7399103139013453,0.8699551569506726,1.0,0.7130044843049327,0.8385650224215246,1.0,22897.67578125,182241.578125,1.59866694867,0.742428,0.824837,0.943473,0.8462,0.9638652205467224,0.736328125,0.71630859375
11790,4I8H_A_1FY8_E_2_5,4I8H_A,0.7309417040358744,0.8565022421524664,0.9910313901345292,0.7130044843049327,0.8340807174887892,0.9910313901345292,22682.533203125,214860.0625,1.59530733587,0.768638,0.864757,0.9508190000000001,0.856311,0.9434328079223632,0.76513671875,0.7470703125
11791,4I8H_A_3TGJ_E_2_3,4I8H_A,0.7354260089686099,0.8654708520179372,1.0,0.7130044843049327,0.8385650224215246,1.0,22912.0078125,204747.671875,1.63251411308,0.741002,0.835256,0.950033,0.861359,0.9595416188240052,0.79931640625,0.7548828125
11792,4I8H_A_1ANB_A_3_5,4I8H_A,0.7354260089686099,0.8609865470852018,1.0,0.7354260089686099,0.8609865470852018,1.0,22922.734375,200300.109375,1.6333047032700003,0.768083,0.858952,0.975349,0.8810399999999999,0.9966777563095092,0.814453125,0.77099609375
11793,4I8H_A_1FY8_E_2_2,4I8H_A,0.7309417040358744,0.8565022421524664,0.9910313901345292,0.7130044843049327,0.8340807174887892,0.9910313901345292,22687.302734375,203666.859375,1.6067279131,0.7659739999999999,0.857072,0.951191,0.852201,0.9505932927131652,0.7587890625,0.7490234375
11794,4I8H_A_3TGJ_E_2_2,4I8H_A,0.7354260089686099,0.8654708520179372,1.0,0.7130044843049327,0.8385650224215246,1.0,22896.2578125,202229.046875,1.62609547261,0.741009,0.818621,0.9517899999999999,0.8546239999999999,0.9543113708496094,0.78662109375,0.7431640625
11795,4IW9_A_3VK9_A_2_2,4IW9_A,0.19913419913419916,0.3722943722943723,0.9090909090909092,0.19913419913419916,0.3722943722943723,0.9090909090909092,24625.982421875,38527.52734375,1.4256697074200002,0.434125,0.45538500000000004,0.602128,0.44938100000000003,0.6172176003456116,0.41748046875,0.499267578125
11796,4IW9_A_5F0G_A_3_4,4IW9_A,0.1471861471861472,0.30303030303030304,0.8181818181818182,0.1471861471861472,0.30303030303030304,0.8181818181818182,22929.03125,43966.953125,1.38335731931,0.37595100000000004,0.418951,0.621974,0.466533,0.4719794988632202,0.36767578125,0.457275390625
11797,4IW9_A_1PN9_A_2_1,4IW9_A,0.18181818181818185,0.3722943722943723,0.8831168831168831,0.18181818181818185,0.3722943722943723,0.8831168831168831,24727.72265625,29934.94140625,1.42597698912,0.441122,0.4870569999999999,0.5953579999999999,0.4754739999999999,0.6291708946228027,0.385009765625,0.50048828125
